Company Name for Emails,Company name ,# Employees,Employee range,Industry,Website,Company Linkedin Url,Company State,Company Country
Electrify America,Electrify America,310,51-500,automotive,http://www.electrifyamerica.com,http://www.linkedin.com/company/electrifyamerica,Virginia,United States
ICON,ICON,540,501-10000,construction,http://www.iconbuild.com,http://www.linkedin.com/company/icon3dtech,Texas,United States
Vise,Vise,130,51-500,investment management,http://www.vise.com,http://www.linkedin.com/company/viseinc,New York,United States
Knewton Alta,Knewton Alta,61,51-500,e-learning,http://www.knewton.com,http://www.linkedin.com/company/knewton,New Jersey,United States
Sysdyne,Sysdyne,52,51-500,construction,http://www.sysdynetechnologies.com,http://www.linkedin.com/company/sysdyne-technologies,Connecticut,United States
OpenEnvoy,OpenEnvoy,72,51-500,information technology & services,http://www.openenvoy.com,http://www.linkedin.com/company/openenvoy,California,United States
Gauss Labs,Gauss Labs,60,51-500,information technology & services,http://www.gausslabs.ai,http://www.linkedin.com/company/gauss-labs-ai,California,United States
Darrow AI,Darrow AI,130,51-500,,http://www.darrow.ai,http://www.linkedin.com/company/darrow-ai,New York,United States
TechMD,TechMD,470,51-500,information technology & services,http://www.techmd.com,http://www.linkedin.com/company/ics-complete,New York,United States
AXON,AXON,110,51-500,information technology & services,http://www.axon-networks.com,http://www.linkedin.com/company/axon-networks-inc,California,United States
Krista,Krista,120,51-500,information technology & services,http://www.krista.ai,http://www.linkedin.com/company/krista-ai,Texas,United States
Axion Ray,Axion Ray,130,51-500,information technology & services,http://www.axionray.com,http://www.linkedin.com/company/axion-ray,New York,United States
Inworld AI,Inworld AI,110,51-500,information technology & services,http://www.inworld.ai,http://www.linkedin.com/company/inworld-ai,California,United States
NetWitness,NetWitness,230,51-500,computer & network security,http://www.netwitness.com,http://www.linkedin.com/company/netwitness-platform,Massachusetts,United States
Stone Point Capital,Stone Point Capital,190,51-500,financial services,http://www.stonepoint.com,http://www.linkedin.com/company/stone-point-capital,Connecticut,United States
SAPEON,SAPEON,80,51-500,semiconductors,http://www.sapeon.com,http://www.linkedin.com/company/sapeoninc,California,United States
PeerSpot,PeerSpot,110,51-500,computer software,http://www.peerspot.com,http://www.linkedin.com/company/peerspotdotcom,New York,United States
Petvisor,Petvisor,82,51-500,information technology & services,http://www.petvisor.com,http://www.linkedin.com/company/petvisor,Florida,United States
Fairwinds,Fairwinds,56,51-500,information technology & services,http://www.fairwinds.com,http://www.linkedin.com/company/fairwinds,Massachusetts,United States
Murray State College,Murray State College,200,51-500,higher education,http://www.mscok.edu,http://www.linkedin.com/school/murray-state-college-ok,Oklahoma,United States
Legalist,Legalist,75,51-500,financial services,http://www.legalist.com,http://www.linkedin.com/company/legalist,California,United States
Accuryn Medical,Accuryn Medical,54,51-500,medical devices,http://www.accuryn.com,http://www.linkedin.com/company/potrero-medical,California,United States
NLP Logix,NLP Logix,95,51-500,information technology & services,http://www.nlplogix.com,http://www.linkedin.com/company/nlp-logix,Florida,United States
AlertMedia,AlertMedia,400,51-500,computer software,http://www.alertmedia.com,http://www.linkedin.com/company/alertmedia,Texas,United States
SingleOps,SingleOps,83,51-500,information technology & services,http://www.singleops.com,http://www.linkedin.com/company/singleops,Georgia,United States
Verato,Verato,180,51-500,information technology & services,http://www.verato.com,http://www.linkedin.com/company/verato,Virginia,United States
GeBBS Healthcare Solutions,GeBBS Healthcare Solutions,11000,10000+,hospital & health care,http://www.gebbs.com,http://www.linkedin.com/company/gebbs-healthcare-solutions,California,United States
care.ai,care.ai,130,51-500,hospital & health care,http://www.care.ai,http://www.linkedin.com/company/careai,Florida,United States
Crosslake,Crosslake,300,51-500,management consulting,http://www.crosslaketech.com,http://www.linkedin.com/company/crosslake-technologies,North Carolina,United States
Vistar Media,Vistar Media,260,51-500,marketing & advertising,http://www.vistarmedia.com,http://www.linkedin.com/company/vistar-media,New York,United States
New Engen,New Engen,330,51-500,marketing & advertising,http://www.newengen.com,http://www.linkedin.com/company/new-engen-inc-,Washington,United States
TrueAccord,TrueAccord,150,51-500,financial services,http://www.trueaccord.com,http://www.linkedin.com/company/trueaccord,Kansas,United States
Zoovu,Zoovu,200,51-500,internet,http://www.zoovu.com,http://www.linkedin.com/company/zoovu,Massachusetts,United States
Sardine,Sardine,160,51-500,financial services,http://www.sardine.ai,http://www.linkedin.com/company/sardineai,California,United States
Amagi,Amagi,1100,501-10000,media production,http://www.amagi.com,http://www.linkedin.com/company/amagicorporation,New York,United States
Zero Financial,Zero Financial,110,51-500,financial services,http://www.levelbank.com,http://www.linkedin.com/company/zero,California,United States
Fundrise,Fundrise,310,51-500,financial services,http://www.fundrise.com,http://www.linkedin.com/company/fundrise,District of Columbia,United States
Lloyd Companies,Lloyd Companies,220,51-500,real estate,http://www.lloydcompanies.com,http://www.linkedin.com/company/lloyd-companies,South Dakota,United States
LILT,LILT,480,51-500,translation & localization,http://www.lilt.com,http://www.linkedin.com/company/lilthq,California,United States
Start.io,Start.io,160,51-500,marketing & advertising,http://www.start.io,http://www.linkedin.com/company/start-io,New York,United States
Capchase,Capchase,160,51-500,financial services,http://www.capchase.com,http://www.linkedin.com/company/capchase,New York,United States
LendKey,LendKey,150,51-500,financial services,http://www.lendkey.com,http://www.linkedin.com/company/lendkey,Ohio,United States
IntegriChain,IntegriChain,610,501-10000,pharmaceuticals,http://www.integrichain.com,http://www.linkedin.com/company/integrichain,Pennsylvania,United States
Candidly,Candidly,110,51-500,financial services,http://www.getcandidly.com,http://www.linkedin.com/company/getcandidly,New York,United States
Ingrooves Music Group,Ingrooves Music Group,160,51-500,music,http://www.virginmusic.com,http://www.linkedin.com/company/ingrooves,California,United States
OpenAI,OpenAI,2400,501-10000,research,http://www.openai.com,http://www.linkedin.com/company/openai,California,United States
Trinity Health,Trinity Health,13000,10000+,hospital & health care,http://www.trinity-health.org,http://www.linkedin.com/company/trinityhealth,Michigan,United States
Woebot Health,Woebot Health,120,51-500,mental health care,http://www.woebothealth.com,http://www.linkedin.com/company/woebot-health,California,United States
BrightTALK,BrightTALK,120,51-500,marketing & advertising,http://www.brighttalk.com,http://www.linkedin.com/company/brighttalk,California,United States
Suzy,Suzy,310,51-500,market research,http://www.suzy.com,http://www.linkedin.com/company/asksuzy,New York,United States
Digital Diagnostics,Digital Diagnostics,120,51-500,medical devices,http://www.digitaldiagnostics.com,http://www.linkedin.com/company/digital-diagnostics,Iowa,United States
Oak View Group,Oak View Group,3200,501-10000,entertainment,http://www.oakviewgroup.com,http://www.linkedin.com/company/oak-view-group,Colorado,United States
Referrizer,Referrizer,120,51-500,marketing & advertising,http://www.referrizer.com,http://www.linkedin.com/company/referrizer-llc,Florida,United States
OutboundEngine,OutboundEngine,180,51-500,marketing & advertising,http://www.outboundengine.com,http://www.linkedin.com/company/outboundengine,Texas,United States
SchoolMint,SchoolMint,230,51-500,government administration,http://www.schoolmint.com,http://www.linkedin.com/company/schoolmint,Louisiana,United States
Provi,Provi,300,51-500,food & beverages,http://www.provi.com,http://www.linkedin.com/company/provihq,Illinois,United States
Ambiq,Ambiq,230,51-500,semiconductors,http://www.ambiq.com,http://www.linkedin.com/company/ambiqmicro,Texas,United States
Workday Peakon Employee Voice,Workday Peakon Employee Voice,120,51-500,human resources,http://www.peakon.com,http://www.linkedin.com/company/peakon,California,United States
PartsTech,PartsTech,120,51-500,automotive,http://www.partstech.com,http://www.linkedin.com/company/partstech,Massachusetts,United States
Yodle,Yodle,330,51-500,marketing & advertising,http://www.yodle.com,http://www.linkedin.com/company/yodle,New York,United States
Networking,Networking,1000,501-10000,environmental services,http://www.mediafire.com,http://www.linkedin.com/company/networking,Florida,United States
Policygenius,Policygenius,310,51-500,insurance,http://www.policygenius.com,http://www.linkedin.com/company/policygenius,Kansas,United States
Smartfrog&Canary,Smartfrog&Canary,88,51-500,electrical/electronic manufacturing,http://www.canary.is,http://www.linkedin.com/company/canary-connect,New York,United States
Peerspace,Peerspace,98,51-500,consumer services,http://www.peerspace.com,http://www.linkedin.com/company/peerspace,California,United States
myCOI,myCOI,75,51-500,insurance,http://www.mycoitracking.com,http://www.linkedin.com/company/mycoi,Indiana,United States
VerbalizeIt,VerbalizeIt,60,51-500,translation & localization,http://www.verbalizeit.com,http://www.linkedin.com/company/verbalizeit,New York,United States
ReviewTrackers,ReviewTrackers,70,51-500,marketing & advertising,http://www.reviewtrackers.com,http://www.linkedin.com/company/review-trackers,Illinois,United States
Videri,Videri,90,51-500,electrical/electronic manufacturing,http://www.videri.com,http://www.linkedin.com/company/videri,New York,United States
Central Payments,Central Payments,80,51-500,financial services,http://www.central-payments.com,http://www.linkedin.com/company/centralpayments,South Dakota,United States
Zippia,Zippia,51,51-500,online media,http://www.zippia.com,http://www.linkedin.com/company/zippia,California,United States
Arable,Arable,92,51-500,farming,http://www.arable.com,http://www.linkedin.com/company/arable-labs-inc.,California,United States
Deep Sentinel,Deep Sentinel,67,51-500,security & investigations,http://www.deepsentinel.com,http://www.linkedin.com/company/deepsentinel,California,United States
Coviance,Coviance,73,51-500,financial services,http://www.coviance.com,http://www.linkedin.com/company/coviancetm,Iowa,United States
Migo,Migo,79,51-500,financial services,http://www.migo.money,http://www.linkedin.com/company/migomoney,California,United States
Gainful Summarize with AI SummarizerSave 1 minute reading time,Gainful Summarize with AI SummarizerSave 1 minute reading time,61,51-500,"health, wellness & fitness",http://www.gainful.com,http://www.linkedin.com/company/gogainful,New York,United States
Brigit,Brigit,97,51-500,financial services,http://www.hellobrigit.com,http://www.linkedin.com/company/hellobrigit,New York,United States
MEATER,MEATER,79,51-500,electrical/electronic manufacturing,http://www.meater.com,http://www.linkedin.com/company/meater,California,United States
Syntiant,Syntiant,81,51-500,semiconductors,http://www.syntiant.com,http://www.linkedin.com/company/syntiant-corp,California,United States
mmhmm Summarize with AI SummarizerSave 2 minutes reading time,mmhmm Summarize with AI SummarizerSave 2 minutes reading time,78,51-500,online media,http://www.mmhmm.app,http://www.linkedin.com/company/mmhmmapp,Arkansas,United States
CivicScience,CivicScience,88,51-500,market research,http://www.civicscience.com,http://www.linkedin.com/company/civicscience,Pennsylvania,United States
Working Not Working,Working Not Working,3600,501-10000,staffing & recruiting,http://www.workingnotworking.com,http://www.linkedin.com/company/working-not-working,New York,United States
Pollfish,Pollfish,56,51-500,market research,http://www.pollfish.com,http://www.linkedin.com/company/pollfish,New York,United States
Entytle,Entytle,86,51-500,information technology & services,http://www.entytle.com,http://www.linkedin.com/company/entytle,Texas,United States
Process Street,Process Street,58,51-500,computer software,http://www.process.st,http://www.linkedin.com/company/process-street,California,United States
Dstillery,Dstillery,110,51-500,marketing & advertising,http://www.dstillery.com,http://www.linkedin.com/company/dstillery,New York,United States
Stratasan a division of Syntellis Performance Solutions,Stratasan a division of Syntellis Performance Solutions,65,51-500,information technology & services,http://www.stratasan.com,http://www.linkedin.com/company/stratasan,Tennessee,United States
Arizona State University,Arizona State University,28000,10000+,higher education,http://www.asu.edu,http://www.linkedin.com/school/arizona-state-university,Arizona,United States
BoomTown,BoomTown,170,51-500,information technology & services,http://www.boomtownroi.com,http://www.linkedin.com/company/boomtown---real-estate-web-platform,South Carolina,United States
TurnKey Lender,TurnKey Lender,140,51-500,information technology & services,http://www.turnkey-lender.com,http://www.linkedin.com/company/turnkey-lender,Texas,United States
Pipefy,Pipefy,510,501-10000,information technology & services,http://www.pipefy.com,http://www.linkedin.com/company/pipefy,California,United States
Tesorio,Tesorio,68,51-500,information technology & services,http://www.tesorio.com,http://www.linkedin.com/company/tesorio,California,United States
DataFeedWatch by Cart.com,DataFeedWatch by Cart.com,82,51-500,marketing & advertising,http://www.datafeedwatch.com,http://www.linkedin.com/company/datafeedwatch,California,United States
OneSignal,OneSignal,170,51-500,information technology & services,http://www.onesignal.com,http://www.linkedin.com/company/onesignal,California,United States
Upright,Upright,120,51-500,real estate,http://www.upright.us,http://www.linkedin.com/company/buildwithupright,Ohio,United States
SugarCRM,SugarCRM,590,501-10000,information technology & services,http://www.sugarcrm.com,http://www.linkedin.com/company/sugarcrm,California,United States
Propy Title Agency,Propy Title Agency,53,51-500,real estate,http://www.propy.com,http://www.linkedin.com/company/propy-title,Florida,United States
TravelBank,TravelBank,89,51-500,information technology & services,http://www.travelbank.com,http://www.linkedin.com/company/travelbank,California,United States
Zenlayer,Zenlayer,240,51-500,information technology & services,http://www.zenlayer.com,http://www.linkedin.com/company/zenlayer,California,United States
Kustomer,Kustomer,210,51-500,information technology & services,http://www.kustomer.com,http://www.linkedin.com/company/kustomer,New Jersey,United States
Tellius,Tellius,100,51-500,information technology & services,http://www.tellius.com,http://www.linkedin.com/company/tellius,Virginia,United States
SponsorUnited,SponsorUnited,500,51-500,marketing & advertising,http://www.sponsorunited.com,http://www.linkedin.com/company/sponsorunited,Connecticut,United States
Simplr,Simplr,69,51-500,information technology & services,http://www.simplr.ai,http://www.linkedin.com/company/simplr,Tennessee,United States
Manta an IBM Company,Manta an IBM Company,140,51-500,information technology & services,http://www.manta.io,http://www.linkedin.com/company/getmanta,Florida,United States
Breezeway,Breezeway,170,51-500,information technology & services,http://www.breezeway.io,http://www.linkedin.com/company/breezeway,Massachusetts,United States
Vitally.io,Vitally.io,110,51-500,information technology & services,http://www.vitally.io,http://www.linkedin.com/company/vitally.io,New York,United States
Wizehire,Wizehire,130,51-500,human resources,http://www.wizehire.com,http://www.linkedin.com/company/wizehire,Texas,United States
Databook,Databook,110,51-500,information technology & services,http://www.databook.com,http://www.linkedin.com/company/databook-labs-inc.,California,United States
ITILITE,ITILITE,420,51-500,information technology & services,http://www.itilite.com,http://www.linkedin.com/company/itilite,Delaware,United States
Relocity,Relocity,210,51-500,information technology & services,http://www.relocity.com,http://www.linkedin.com/company/relocity,California,United States
Avoma,Avoma,62,51-500,information technology & services,http://www.avoma.com,http://www.linkedin.com/company/avoma,California,United States
PaxeraHealth,PaxeraHealth,140,51-500,hospital & health care,http://www.paxerahealth.com,http://www.linkedin.com/company/paxerahealthcorp,Massachusetts,United States
Element451,Element451,70,51-500,higher education,http://www.element451.com,http://www.linkedin.com/company/element451,North Carolina,United States
Leap,Leap,400,51-500,retail,http://www.leapinc.com,http://www.linkedin.com/company/leapretail,New York,United States
PromoRepublic,PromoRepublic,59,51-500,information technology & services,http://www.promorepublic.com,http://www.linkedin.com/company/promorepublic,California,United States
Orca Security,Orca Security,430,51-500,computer & network security,http://www.orca.security,http://www.linkedin.com/company/orca-security,Oregon,United States
Mothership,Mothership,110,51-500,information technology & services,http://www.mothership.com,http://www.linkedin.com/company/gomothership,Texas,United States
Detective.io,Detective.io,130,51-500,information technology & services,http://www.detective.io,http://www.linkedin.com/company/detectiveio,Illinois,United States
Northwell Health,Northwell Health,79000,10000+,hospital & health care,http://www.northwell.edu,http://www.linkedin.com/company/northwell-health,New York,United States
Collective,Collective,270,51-500,financial services,http://www.collective.com,http://www.linkedin.com/company/collective,California,United States
Bubble,Bubble,410,51-500,information technology & services,http://www.bubble.io,http://www.linkedin.com/company/bubble-hq,New York,United States
Rattle 🦖,Rattle 🦖,97,51-500,information technology & services,http://www.gorattle.com,http://www.linkedin.com/company/gorattle,California,United States
Mission Cloud,Mission Cloud,340,51-500,information technology & services,http://www.missioncloud.com,http://www.linkedin.com/company/missioncloud,California,United States
HeyGen,HeyGen,80,51-500,online media,http://www.heygen.com,http://www.linkedin.com/company/heygen,California,United States
Novolyze,Novolyze,54,51-500,information technology & services,http://www.novolyze.com,http://www.linkedin.com/company/novolyze,Maryland,United States
Signpost,Signpost,160,51-500,information technology & services,http://www.signpost.com,http://www.linkedin.com/company/signpost,New York,United States
MoBagel,MoBagel,59,51-500,information technology & services,http://www.mobagel.com,http://www.linkedin.com/company/mobagel,California,United States
CUJO AI,CUJO AI,180,51-500,computer & network security,http://www.cujo.com,http://www.linkedin.com/company/cujoai,California,United States
AppEnsure,AppEnsure,61,51-500,information technology & services,http://www.appensure.com,http://www.linkedin.com/company/appensure-inc-,California,United States
Cradlepoint part of Ericsson,Cradlepoint part of Ericsson,1400,501-10000,computer networking,http://www.cradlepoint.com,http://www.linkedin.com/company/cradlepoint-inc,Idaho,United States
Clickatell,Clickatell,270,51-500,information technology & services,http://www.clickatell.com,http://www.linkedin.com/company/clickatell,California,United States
Granicus,Granicus,1300,501-10000,information technology & services,http://www.granicus.com,http://www.linkedin.com/company/granicusinc,Colorado,United States
Aclima,Aclima,57,51-500,information technology & services,http://www.aclima.io,http://www.linkedin.com/company/aclima-inc-,California,United States
Helpshift,Helpshift,240,51-500,information technology & services,http://www.helpshift.com,http://www.linkedin.com/company/helpshift,California,United States
Uberall North America,Uberall North America,68,51-500,internet,http://www.momentfeed.com,http://www.linkedin.com/company/uberallnorthamerica,California,United States
Finvi,Finvi,520,501-10000,information technology & services,http://www.finvi.com,http://www.linkedin.com/company/finvi,Indiana,United States
Clubessential,Clubessential,120,51-500,information technology & services,http://www.clubessential.com,http://www.linkedin.com/company/clubessential,Ohio,United States
Adentro,Adentro,78,51-500,information technology & services,http://www.adentro.com,http://www.linkedin.com/company/adentromarketing,California,United States
Oversight,Oversight,160,51-500,information technology & services,http://www.oversight.com,http://www.linkedin.com/company/oversight,Georgia,United States
MasterControl,MasterControl,800,501-10000,information technology & services,http://www.mastercontrol.com,http://www.linkedin.com/company/mastercontrol,Utah,United States
Gladly,Gladly,210,51-500,information technology & services,http://www.gladly.com,http://www.linkedin.com/company/gladly-inc,California,United States
Crowdbotics,Crowdbotics,190,51-500,information technology & services,http://www.crowdbotics.com,http://www.linkedin.com/company/crowdbotics,California,United States
Actian,Actian,490,51-500,information technology & services,http://www.actian.com,http://www.linkedin.com/company/actian,Texas,United States
FormAssembly,FormAssembly,140,51-500,information technology & services,http://www.formassembly.com,http://www.linkedin.com/company/formassembly,Indiana,United States
Eton Solutions LP,Eton Solutions LP,330,51-500,information technology & services,http://www.eton-solutions.com,http://www.linkedin.com/company/eton-solutions,North Carolina,United States
ParallelDots,ParallelDots,310,51-500,information technology & services,http://www.paralleldots.com,http://www.linkedin.com/company/paralleldots,Washington,United States
OnSolve,OnSolve,460,51-500,information technology & services,http://www.onsolve.com,http://www.linkedin.com/company/onsolve,Georgia,United States
Rootstock,Rootstock,150,51-500,information technology & services,http://www.rootstock.com,http://www.linkedin.com/company/rootstock-software,California,United States
XGEN AI,XGEN AI,53,51-500,information technology & services,http://www.xgen.ai,http://www.linkedin.com/company/xgenai,New York,United States
Arena a PTC Business,Arena a PTC Business,210,51-500,information technology & services,http://www.arenasolutions.com,http://www.linkedin.com/company/arena-solutions,Massachusetts,United States
Navan,Navan,2400,501-10000,information technology & services,http://www.navan.com,http://www.linkedin.com/company/navan,California,United States
Ivideon. Cloud Video Surveillance,Ivideon. Cloud Video Surveillance,120,51-500,information technology & services,http://www.ivideon.com,http://www.linkedin.com/company/ivideon,California,United States
Infoworks.io,Infoworks.io,83,51-500,information technology & services,http://www.infoworks.io,http://www.linkedin.com/company/infoworks-io,California,United States
Stack Overflow,Stack Overflow,660,501-10000,information technology & services,http://www.stackoverflow.com,http://www.linkedin.com/company/stack-overflow,New York,United States
Sama,Sama,4300,501-10000,information technology & services,http://www.sama.com,http://www.linkedin.com/company/sama-ai,California,United States
ActiveViam,ActiveViam,170,51-500,information technology & services,http://www.activeviam.com,http://www.linkedin.com/company/activeviam,New York,United States
Patriot,Patriot,160,51-500,financial services,http://www.patriotsoftware.com,http://www.linkedin.com/company/patriot-software,Ohio,United States
Seabury Capital,Seabury Capital,86,51-500,airlines/aviation,http://www.seaburycapital.com,http://www.linkedin.com/company/seabury-capital,New York,United States
Hydromax USA,Hydromax USA,300,51-500,environmental services,http://www.hydromaxusa.com,http://www.linkedin.com/company/hydromax-usa,Texas,United States
Muvi.com,Muvi.com,220,51-500,information technology & services,http://www.muvi.com,http://www.linkedin.com/company/muvi-com,Virginia,United States
Aims Community College,Aims Community College,1100,501-10000,higher education,http://www.aims.edu,http://www.linkedin.com/school/aims-community-college,Colorado,United States
InstaMed a J.P. Morgan company,InstaMed a J.P. Morgan company,210,51-500,information technology & services,http://www.instamed.com,http://www.linkedin.com/company/instamed,Pennsylvania,United States
JWB Real Estate Companies,JWB Real Estate Companies,93,51-500,real estate,http://www.jwbrealestatecapital.com,http://www.linkedin.com/company/jwb-real-estate,Florida,United States
Businessolver,Businessolver,1400,501-10000,human resources,http://www.businessolver.com,http://www.linkedin.com/company/businessolver,Iowa,United States
Egenera,Egenera,82,51-500,information technology & services,http://www.egenera.com,http://www.linkedin.com/company/egenera,Massachusetts,United States
AddShoppers,AddShoppers,73,51-500,internet,http://www.addshoppers.com,http://www.linkedin.com/company/add-shoppers,North Carolina,United States
DCVC,DCVC,79,51-500,venture capital & private equity,http://www.dcvc.com,http://www.linkedin.com/company/data-collective,California,United States
Oakwood Systems Group,Oakwood Systems Group,81,51-500,information technology & services,http://www.oakwoodsys.com,http://www.linkedin.com/company/oakwood-systems-group,Missouri,United States
Flagship Biosciences,Flagship Biosciences,76,51-500,research,http://www.flagshipbio.com,http://www.linkedin.com/company/flagship-biosciences,Colorado,United States
Swish Analytics,Swish Analytics,94,51-500,sports,http://www.swishanalytics.com,http://www.linkedin.com/company/swish-analytics,California,United States
Vestmark,Vestmark,400,51-500,information technology & services,http://www.vestmark.com,http://www.linkedin.com/company/vestmark,Massachusetts,United States
Yorktel,Yorktel,520,501-10000,information technology & services,http://www.yorktel.com,http://www.linkedin.com/company/yorktel,New Jersey,United States
TradingView,TradingView,1200,501-10000,financial services,http://www.tradingview.com,http://www.linkedin.com/company/tradingview,New York,United States
Sealed,Sealed,64,51-500,environmental services,http://www.sealed.com,http://www.linkedin.com/company/sealed,New York,United States
Skedulo,Skedulo,260,51-500,information technology & services,http://www.skedulo.com,http://www.linkedin.com/company/skedulo,California,United States
SES AI,SES AI,170,51-500,semiconductors,http://www.ses.ai,http://www.linkedin.com/company/ses-ai,Massachusetts,United States
AllCampus,AllCampus,190,51-500,government administration,http://www.allcampus.com,http://www.linkedin.com/company/all-campus,Illinois,United States
TrustRadius,TrustRadius,120,51-500,information services,http://www.trustradius.com,http://www.linkedin.com/company/trustradius,Texas,United States
Geofeedia,Geofeedia,200,51-500,internet,http://www.geofeedia.com,http://www.linkedin.com/company/geofeedia-inc-,Illinois,United States
Meal Ticket,Meal Ticket,76,51-500,information technology & services,http://www.mealticket.com,http://www.linkedin.com/company/meal-ticket,Idaho,United States
GEO Semiconductor,GEO Semiconductor,55,51-500,semiconductors,http://www.geosemi.com,http://www.linkedin.com/company/geo-semiconductor-inc.,California,United States
Grishin Robotics,Grishin Robotics,110,51-500,venture capital & private equity,http://www.grishinrobotics.com,http://www.linkedin.com/company/grishinrobotics,California,United States
IntelePeer,IntelePeer,290,51-500,information technology & services,http://www.intelepeer.ai,http://www.linkedin.com/company/intelepeer,Florida,United States
Deliv,Deliv,87,51-500,transportation/trucking/railroad,http://www.deliv.co,http://www.linkedin.com/company/deliv,California,United States
MapR Technologies acquired by Hewlett Packard Enterprise company in 2019,MapR,96,51-500,information technology & services,http://www.mapr.com,http://www.linkedin.com/company/mapr-technologies,Texas,United States
Bespoke,Bespoke,120,51-500,management consulting,http://www.bespokepartners.com,http://www.linkedin.com/company/bespoke-partners,California,United States
iContact,iContact,160,51-500,information technology & services,http://www.icontact.com,http://www.linkedin.com/company/icontact,North Carolina,United States
Norwin,Norwin,570,501-10000,information technology & services,http://www.norwintechnologies.com,http://www.linkedin.com/company/norwin-technologies,Massachusetts,United States
Excelfore,Excelfore,82,51-500,information technology & services,http://www.excelfore.com,http://www.linkedin.com/company/excelfore,California,United States
Redpoint,Redpoint,84,51-500,venture capital & private equity,http://www.redpoint.com,http://www.linkedin.com/company/redpointventures,California,United States
Ranker,Ranker,270,51-500,internet,http://www.ranker.com,http://www.linkedin.com/company/ranker,California,United States
Pixability,Pixability,110,51-500,marketing & advertising,http://www.pixability.com,http://www.linkedin.com/company/pixability,Massachusetts,United States
OneCause,OneCause,420,51-500,information technology & services,http://www.onecause.com,http://www.linkedin.com/company/onecause,Indiana,United States
M-Files,M-Files,660,501-10000,information technology & services,http://www.m-files.com,http://www.linkedin.com/company/m-files-corporation,Texas,United States
GlassHouse,GlassHouse,130,51-500,information technology & services,http://www.glasshouse.com,http://www.linkedin.com/company/glasshouse-technologies,Massachusetts,United States
Coretelligent,Coretelligent,250,51-500,information technology & services,http://www.coretelligent.com,http://www.linkedin.com/company/coretelligent,Massachusetts,United States
Digital Divide Data,Digital Divide Data,950,501-10000,professional training & coaching,http://www.digitaldividedata.com,http://www.linkedin.com/company/digital-divide-data,New York,United States
AnalyticsIQ,AnalyticsIQ,65,51-500,marketing & advertising,http://www.analytics-iq.com,http://www.linkedin.com/company/analyticsiq,Georgia,United States
Greenshades,Greenshades,160,51-500,information technology & services,http://www.greenshades.com,http://www.linkedin.com/company/greenshades-software,Florida,United States
N3,N3,600,501-10000,information technology & services,http://www.n3results.com,http://www.linkedin.com/company/n3,Georgia,United States
Park State Bank,Park State Bank,80,51-500,banking,http://www.parkstatebank.com,http://www.linkedin.com/company/park-state-bank,Minnesota,United States
MiSide,MiSide,290,51-500,individual & family services,http://www.miside.org,http://www.linkedin.com/company/miside,Michigan,United States
Wi-Tronix,Wi-Tronix,200,51-500,railroad manufacture,http://www.wi-tronix.com,http://www.linkedin.com/company/wi-tronix,Illinois,United States
Brentwood Associates,Brentwood Associates,67,51-500,venture capital & private equity,http://www.brentwood.com,http://www.linkedin.com/company/brentwood-associates,California,United States
XDuce,XDuce,190,51-500,information technology & services,http://www.xduce.com,http://www.linkedin.com/company/xduce-corporation,New Jersey,United States
TradeCentric,TradeCentric,120,51-500,information technology & services,http://www.tradecentric.com,http://www.linkedin.com/company/tradecentric,Virginia,United States
MetaSource,MetaSource,430,51-500,information technology & services,http://www.metasource.com,http://www.linkedin.com/company/metasource,Utah,United States
NexusTek,NexusTek,310,51-500,information technology & services,http://www.nexustek.com,http://www.linkedin.com/company/nexustek,Colorado,United States
Sterling Organization,Sterling Organization,130,51-500,real estate,http://www.sterlingorganization.com,http://www.linkedin.com/company/sterling-organization,Florida,United States
REACH Community Development,REACH Community Development,86,51-500,nonprofit organization management,http://www.reachcdc.org,http://www.linkedin.com/company/reach-cdc,Oregon,United States
Heffernan Insurance Brokers,Heffernan Insurance Brokers,590,501-10000,insurance,http://www.heffins.com,http://www.linkedin.com/company/heffernan-insurance-brokers,California,United States
Alpine Investors,Alpine Investors,430,51-500,investment management,http://www.alpineinvestors.com,http://www.linkedin.com/company/alpine-investors,California,United States
Greystone Technology,Greystone Technology,110,51-500,information technology & services,http://www.greystonetech.com,http://www.linkedin.com/company/greystonetech,Colorado,United States
TIH,TIH,550,501-10000,insurance,http://www.truistinsurance.com,http://www.linkedin.com/company/tihinsuranceholdings,North Carolina,United States
Crosslink Capital,Crosslink Capital,69,51-500,investment management,http://www.crosslinkcapital.com,http://www.linkedin.com/company/crosslink-capital,California,United States
Inspirage,Inspirage,300,51-500,information technology & services,http://www.inspirage.com,http://www.linkedin.com/company/inspirage,Washington,United States
Software Technology,Software Technology,95,51-500,information technology & services,http://www.stiorg.com,http://www.linkedin.com/company/software-technology-inc,New Jersey,United States
TenantCloud,TenantCloud,87,51-500,real estate,http://www.tenantcloud.com,http://www.linkedin.com/company/tenantcloud,Tennessee,United States
Total Expert,Total Expert,280,51-500,financial services,http://www.totalexpert.com,http://www.linkedin.com/company/total-expert,Minnesota,United States
PebblePost,PebblePost,94,51-500,marketing & advertising,http://www.pebblepost.com,http://www.linkedin.com/company/pebblepost,New York,United States
Blinkfire Analytics,Blinkfire Analytics,53,51-500,information technology & services,http://www.blinkfire.com,http://www.linkedin.com/company/blinkfire,Illinois,United States
Files.com,Files.com,92,51-500,information technology & services,http://www.files.com,http://www.linkedin.com/company/filesdotcom,Arizona,United States
